Experience ID,Activity Name,Experience Name,Short Description,Category,Destination,Duration (hrs),Price (EUR),Rating,Review Count,Main Features,Monthly Availability
EXP_101455,Excursions & Day Trips in Barcelona,Safari fotográfico por el Montseny,Captura los mejores rincones de el Montseny con un guía fotógrafo.,Excursions & Day Trips,Barcelona,7.2,131.32,4.3,536,"['Wheelchair accessible', 'Free cancellation', 'Mobile ticket']","[43, 63, 69, 80, 93, 93, 118, 88, 126, 69, 35, 58]"
EXP_101456,Tickets and Events in Seville,Entrada sin colas a la Catedral y la Giralda al amanecer,"Acceso prioritario a la Catedral y la Giralda, sin esperas.",Tickets and Events,Seville,2.0,245.86,3.9,1393,"['Free cancellation', 'Wheelchair accessible', 'Skip-the-line']","[132, 131, 137, 0, 0, 176, 0, 139, 0, 109, 138, 0]"
EXP_101457,Attractions & Guided Tours in Seville,Tour privado por Triana con recogida en el hotel,Visita exclusiva a Triana adaptada a tu ritmo.,Attractions & Guided Tours,Seville,1.5,169.16,4.4,849,"['Wheelchair accessible', 'Skip-the-line', 'Instant confirmation', 'Free cancellation']","[72, 69, 76, 72, 58, 87, 77, 43, 58, 71, 67, 53]"
EXP_101458,Tickets and Events in Valencia,Entrada combinada: la Lonja de la Seda en grupo reducido,Ticket combinado que incluye la Lonja de la Seda y museos asociados.,Tickets and Events,Valencia,3.9,111.33,4.7,798,"['Wheelchair accessible', 'Skip-the-line', 'Instant confirmation', 'Mobile ticket']","[69, 64, 68, 134, 65, 117, 121, 90, 44, 64, 46, 54]"
EXP_101459,Attractions & Guided Tours in Malaga,Free tour por el Teatro Romano en grupo reducido,Paseo introductorio por el Teatro Romano con anécdotas e historia.,Attractions & Guided Tours,Malaga,2.4,206.86,4.5,66,"['Skip-the-line', 'Instant confirmation', 'Free cancellation', 'Mobile ticket']","[31, 53, 68, 84, 61, 54, 98, 117, 72, 58, 33, 25]"
EXP_101460,Excursions & Day Trips in Palma de Mallorca,Ruta guiada por Es Trenc con guía local,Recorrido guiado por Es Trenc con paradas panorámicas.,Excursions & Day Trips,Palma de Mallorca,3.9,119.93,3.9,60,"['Skip-the-line', 'Free cancellation']","[29, 31, 49, 72, 92, 122, 96, 85, 81, 50, 20, 19]"
EXP_101461,Tickets and Events in Tenerife,Concierto en Puerto de la Cruz con guía local,Música en directo en una sala emblemática de Puerto de la Cruz.,Tickets and Events,Tenerife,6.3,133.09,4.0,1077,"['Free cancellation', 'Instant confirmation']","[91, 90, 93, 43, 43, 54, 64, 61, 50, 55, 65, 44]"
EXP_101462,Excursions & Day Trips in Malaga,Paseo en barco por Nerja para toda la familia,Navegación tranquila con vistas a Nerja.,Excursions & Day Trips,Malaga,5.2,248.98,4.2,1147,"['Free cancellation', 'Wheelchair accessible']","[61, 39, 67, 56, 83, 80, 138, 81, 116, 33, 34, 21]"
EXP_101463,Local Experiences in Palma de Mallorca,Clase de cocina: vinos de Binissalem en grupo reducido,"Sesión práctica para dominar vinos de Binissalem, con receta incluida.",Local Experiences,Palma de Mallorca,7.4,92.8,3.6,287,"['Instant confirmation', 'Free cancellation']","[20, 50, 65, 33, 73, 100, 103, 124, 94, 48, 42, 24]"
EXP_101464,Attractions & Guided Tours in Barcelona,Tour de leyendas y misterios por la Sagrada Família edición premium,Historias sorprendentes en torno a la Sagrada Família al caer la tarde.,Attractions & Guided Tours,Barcelona,2.4,110.49,3.8,642,"['Mobile ticket', 'Free cancellation', 'Skip-the-line', 'Instant confirmation']","[64, 64, 113, 73, 87, 94, 113, 93, 66, 108, 62, 108]"
EXP_101465,Local Experiences in Madrid,Cata de cocido madrileño con guía local,Degustación comentada de cocido madrileño en un local con encanto.,Local Experiences,Madrid,1.0,229.6,4.8,639,"['Free cancellation', 'Skip-the-line', 'Instant confirmation']","[70, 92, 81, 102, 88, 72, 78, 104, 68, 87, 63, 70]"
EXP_101466,Tickets and Events in Malaga,Entrada a el Castillo de Gibralfaro edición premium,Acceso general a el Castillo de Gibralfaro con horario a tu elección.,Tickets and Events,Malaga,6.2,50.28,3.7,1177,"['Mobile ticket', 'Instant confirmation', 'Skip-the-line', 'Free cancellation']","[48, 30, 57, 89, 61, 96, 99, 77, 97, 70, 47, 45]"
EXP_101467,Excursions & Day Trips in Tenerife,Safari fotográfico por Garachico con guía local,Captura los mejores rincones de Garachico con un guía fotógrafo.,Excursions & Day Trips,Tenerife,1.5,183.77,4.9,504,"['Free cancellation', 'Wheelchair accessible', 'Instant confirmation']","[136, 74, 98, 59, 102, 110, 128, 121, 111, 61, 85, 67]"
EXP_101468,Transfers in Palma de Mallorca,Traslado de ida y vuelta al aeropuerto en autobús lanzadera con asistencia a la llegada,"Ambos trayectos cubiertos, en autobús lanzadera. Palma de Mallorca.",Transfers,Palma de Mallorca,4.0,38.59,4.3,1263,"['Mobile ticket', 'Wheelchair accessible', 'Instant confirmation', 'Free cancellation']","[31, 62, 71, 85, 86, 84, 123, 143, 97, 40, 33, 16]"
EXP_101469,Excursions & Day Trips in Valencia,Ruta guiada por la Albufera,Recorrido guiado por la Albufera con paradas panorámicas.,Excursions & Day Trips,Valencia,3.4,99.96,4.4,822,"['Mobile ticket', 'Free cancellation', 'Instant confirmation']","[75, 58, 58, 103, 100, 99, 186, 113, 67, 74, 44, 66]"
EXP_101470,Tickets and Events in Seville,Festival gastronómico: cocina andaluza con degustación incluida,Jornada festiva en torno a cocina andaluza con degustaciones.,Tickets and Events,Seville,6.0,36.54,3.6,959,"['Free cancellation', 'Wheelchair accessible']","[65, 72, 52, 79, 72, 46, 49, 61, 72, 51, 55, 48]"
EXP_101471,Attractions & Guided Tours in Gran Canaria,Tour de leyendas y misterios por el Puerto de Las Palmas,Historias sorprendentes en torno a el Puerto de Las Palmas al caer la tarde.,Attractions & Guided Tours,Gran Canaria,8.0,65.85,3.6,866,"['Mobile ticket', 'Wheelchair accessible', 'Skip-the-line']","[101, 87, 74, 65, 71, 93, 86, 120, 97, 108, 101, 111]"
EXP_101472,Tickets and Events in Tenerife,Entrada sin colas a el Auditorio de Tenerife en grupo reducido,"Acceso prioritario a el Auditorio de Tenerife, sin esperas.",Tickets and Events,Tenerife,2.3,19.35,4.1,338,"['Mobile ticket', 'Wheelchair accessible', 'Instant confirmation']","[43, 62, 70, 68, 38, 55, 51, 82, 33, 39, 29, 50]"
EXP_101473,Attractions & Guided Tours in Gran Canaria,Visita guiada a Vegueta con degustación incluida,Descubre Vegueta con un guía oficial y grupo reducido.,Attractions & Guided Tours,Gran Canaria,6.6,91.9,4.2,1279,"['Mobile ticket', 'Instant confirmation', 'Skip-the-line']","[142, 71, 71, 70, 57, 67, 74, 57, 60, 75, 76, 88]"
EXP_101474,Transfers in Tenerife,Traslado nocturno en minivan,"Servicio disponible en horario nocturno, en minivan. Tenerife.",Transfers,Tenerife,5.7,132.13,4.8,976,"['Free cancellation', 'Instant confirmation', 'Wheelchair accessible']","[87, 78, 84, 54, 50, 58, 48, 77, 77, 51, 66, 54]"
EXP_101475,Tickets and Events in Valencia,Entrada combinada: el Mercado Central con degustación incluida,Ticket combinado que incluye el Mercado Central y museos asociados.,Tickets and Events,Valencia,7.1,12.38,4.7,144,"['Instant confirmation', 'Free cancellation', 'Mobile ticket']","[40, 93, 47, 45, 67, 71, 85, 112, 50, 47, 67, 58]"
EXP_101476,Transfers in Barcelona,Chófer por horas en taxi oficial 24 horas,"Vehículo con conductor a tu disposición, en taxi oficial. Barcelona.",Transfers,Barcelona,4.2,247.32,4.2,228,"['Mobile ticket', 'Skip-the-line', 'Free cancellation']","[71, 54, 95, 96, 89, 76, 95, 130, 61, 57, 49, 49]"
EXP_101477,Transfers in Tenerife,Traslado al puerto de cruceros con silla infantil incluida,"Llega a tu crucero sin estrés, con silla infantil incluida. Tenerife.",Transfers,Tenerife,7.9,191.1,3.9,117,"['Mobile ticket', 'Skip-the-line']","[83, 95, 81, 66, 65, 72, 45, 94, 50, 56, 67, 64]"
EXP_101478,Local Experiences in Madrid,Cata de cocido madrileño en grupo reducido,Degustación comentada de cocido madrileño en un local con encanto.,Local Experiences,Madrid,4.8,248.11,4.8,149,"['Mobile ticket', 'Free cancellation', 'Skip-the-line', 'Wheelchair accessible']","[78, 74, 69, 115, 97, 78, 76, 50, 134, 58, 69, 61]"
EXP_101479,Local Experiences in Tenerife,Clase de cocina: mojos y papas arrugadas en grupo reducido,"Sesión práctica para dominar mojos y papas arrugadas, con receta incluida.",Local Experiences,Tenerife,1.7,179.53,4.0,1377,"['Skip-the-line', 'Mobile ticket', 'Wheelchair accessible', 'Instant confirmation']","[154, 132, 0, 172, 0, 156, 161, 130, 138, 0, 0, 0]"
EXP_101480,Local Experiences in Seville,Visita al mercado y degustación de cocina andaluza en grupo reducido,Paseo entre puestos históricos con parada para probar cocina andaluza.,Local Experiences,Seville,1.0,106.84,3.9,683,"['Instant confirmation', 'Mobile ticket']","[69, 76, 83, 76, 72, 52, 30, 52, 85, 76, 88, 39]"
EXP_101481,Attractions & Guided Tours in Valencia,Tour de leyendas y misterios por el Mercado Central con guía local,Historias sorprendentes en torno a el Mercado Central al caer la tarde.,Attractions & Guided Tours,Valencia,6.7,90.96,4.7,1003,"['Free cancellation', 'Wheelchair accessible']","[68, 90, 102, 62, 119, 114, 70, 107, 78, 75, 48, 76]"
EXP_101482,Tickets and Events in Seville,Concierto en la Alameda al amanecer,Música en directo en una sala emblemática de la Alameda.,Tickets and Events,Seville,1.0,83.88,3.9,1437,"['Wheelchair accessible', 'Instant confirmation']","[173, 129, 79, 155, 127, 83, 104, 126, 112, 88, 66, 85]"
EXP_101483,Attractions & Guided Tours in Palma de Mallorca,Visita guiada a el Castillo de Bellver,Descubre el Castillo de Bellver con un guía oficial y grupo reducido.,Attractions & Guided Tours,Palma de Mallorca,2.6,26.36,3.8,187,"['Free cancellation', 'Mobile ticket']","[43, 47, 57, 99, 116, 127, 161, 104, 77, 64, 37, 21]"
EXP_101484,Tickets and Events in Tenerife,Concierto en Puerto de la Cruz,Música en directo en una sala emblemática de Puerto de la Cruz.,Tickets and Events,Tenerife,4.9,79.93,4.1,553,"['Instant confirmation', 'Wheelchair accessible', 'Mobile ticket']","[88, 123, 111, 96, 83, 117, 67, 71, 107, 83, 68, 97]"
EXP_101485,Tickets and Events in Tenerife,Entrada sin colas a Santa Cruz al amanecer,"Acceso prioritario a Santa Cruz, sin esperas.",Tickets and Events,Tenerife,3.6,220.22,4.9,456,"['Free cancellation', 'Wheelchair accessible', 'Instant confirmation']","[73, 61, 59, 73, 68, 96, 66, 68, 93, 85, 67, 46]"
EXP_101486,Attractions & Guided Tours in Gran Canaria,Tour privado por la Catedral de Santa Ana con guía local,Visita exclusiva a la Catedral de Santa Ana adaptada a tu ritmo.,Attractions & Guided Tours,Gran Canaria,4.5,89.24,3.7,221,"['Instant confirmation', 'Free cancellation', 'Mobile ticket']","[57, 47, 60, 46, 76, 36, 43, 64, 60, 28, 34, 51]"
EXP_101487,Tickets and Events in Madrid,Entrada combinada: el Museo del Prado,Ticket combinado que incluye el Museo del Prado y museos asociados.,Tickets and Events,Madrid,7.7,24.45,3.9,343,"['Wheelchair accessible', 'Mobile ticket', 'Instant confirmation', 'Skip-the-line']","[122, 143, 82, 91, 79, 106, 120, 107, 94, 75, 86, 118]"
EXP_101488,Attractions & Guided Tours in Palma de Mallorca,Recorrido histórico por la Catedral de Palma con recogida en el hotel,Viaja al pasado de la Catedral de Palma de la mano de un historiador.,Attractions & Guided Tours,Palma de Mallorca,3.1,86.9,3.7,751,"['Wheelchair accessible', 'Instant confirmation', 'Free cancellation']","[24, 20, 36, 47, 39, 76, 88, 115, 43, 52, 32, 24]"
EXP_101489,Attractions & Guided Tours in Valencia,Tour nocturno por la Lonja de la Seda con guía local,"Recorre la Lonja de la Seda iluminado, lejos de las aglomeraciones.",Attractions & Guided Tours,Valencia,6.5,39.4,4.5,649,"['Instant confirmation', 'Skip-the-line']","[47, 50, 74, 77, 67, 112, 80, 52, 68, 72, 55, 56]"
EXP_101490,Attractions & Guided Tours in Seville,Visita guiada a el barrio de Santa Cruz para toda la familia,Descubre el barrio de Santa Cruz con un guía oficial y grupo reducido.,Attractions & Guided Tours,Seville,1.9,26.93,4.9,693,"['Wheelchair accessible', 'Free cancellation']","[133, 77, 105, 183, 70, 88, 104, 111, 132, 134, 69, 114]"
EXP_101491,Excursions & Day Trips in Seville,Ruta en bicicleta por Itálica con recogida en el hotel,Pedalea por Itálica con bicicleta y casco incluidos.,Excursions & Day Trips,Seville,2.3,207.1,4.3,94,"['Wheelchair accessible', 'Mobile ticket', 'Skip-the-line', 'Free cancellation']","[44, 52, 94, 83, 87, 64, 71, 57, 69, 96, 47, 63]"
EXP_101492,Tickets and Events in Valencia,Espectáculo tradicional en el Cabanyal,Función de música y danza tradicional en el Cabanyal.,Tickets and Events,Valencia,1.5,239.31,3.9,966,"['Wheelchair accessible', 'Instant confirmation', 'Mobile ticket']","[72, 84, 53, 49, 60, 140, 74, 111, 70, 70, 61, 94]"
EXP_101493,Local Experiences in Tenerife,Cata de mojos y papas arrugadas al amanecer,Degustación comentada de mojos y papas arrugadas en un local con encanto.,Local Experiences,Tenerife,7.0,50.51,4.8,275,"['Mobile ticket', 'Wheelchair accessible', 'Instant confirmation', 'Skip-the-line']","[95, 80, 97, 53, 77, 75, 83, 67, 53, 49, 48, 50]"
EXP_101494,Tickets and Events in Palma de Mallorca,Noche de música en vivo en el Portixol con guía local,Sesión íntima de artistas locales en el Portixol.,Tickets and Events,Palma de Mallorca,1.1,132.83,4.7,815,"['Instant confirmation', 'Mobile ticket', 'Free cancellation', 'Wheelchair accessible']","[50, 50, 72, 90, 71, 81, 107, 88, 74, 105, 30, 63]"
EXP_101495,Tickets and Events in Tenerife,Espectáculo tradicional en el barrio de El Toscal al amanecer,Función de música y danza tradicional en el barrio de El Toscal.,Tickets and Events,Tenerife,7.5,228.21,4.7,445,"['Skip-the-line', 'Mobile ticket', 'Instant confirmation']","[96, 105, 100, 86, 107, 55, 75, 65, 47, 62, 114, 72]"
EXP_101496,Attractions & Guided Tours in Gran Canaria,Tour de leyendas y misterios por la Casa de Colón con recogida en el hotel,Historias sorprendentes en torno a la Casa de Colón al caer la tarde.,Attractions & Guided Tours,Gran Canaria,7.2,57.81,3.9,1340,"['Free cancellation', 'Wheelchair accessible']","[70, 63, 77, 52, 56, 35, 37, 40, 32, 34, 38, 30]"
EXP_101497,Tickets and Events in Malaga,Espectáculo tradicional en Pedregalejo para toda la familia,Función de música y danza tradicional en Pedregalejo.,Tickets and Events,Malaga,3.0,100.49,4.1,844,"['Free cancellation', 'Skip-the-line', 'Instant confirmation', 'Mobile ticket']","[48, 79, 71, 84, 100, 98, 174, 109, 145, 87, 58, 51]"
EXP_101498,Attractions & Guided Tours in Gran Canaria,Tour de leyendas y misterios por Triana con degustación incluida,Historias sorprendentes en torno a Triana al caer la tarde.,Attractions & Guided Tours,Gran Canaria,4.8,48.37,4.5,67,"['Free cancellation', 'Mobile ticket', 'Skip-the-line']","[80, 106, 118, 107, 58, 57, 81, 137, 89, 70, 58, 73]"
EXP_101499,Tickets and Events in Gran Canaria,Entrada combinada: el Puerto de Las Palmas con recogida en el hotel,Ticket combinado que incluye el Puerto de Las Palmas y museos asociados.,Tickets and Events,Gran Canaria,2.2,84.47,4.3,585,"['Mobile ticket', 'Skip-the-line', 'Instant confirmation']","[54, 74, 74, 40, 60, 61, 41, 57, 56, 54, 33, 55]"
EXP_101500,Local Experiences in Barcelona,Visita al mercado y degustación de vermut y conservas en grupo reducido,Paseo entre puestos históricos con parada para probar vermut y conservas.,Local Experiences,Barcelona,6.6,187.47,4.5,149,"['Wheelchair accessible', 'Instant confirmation']","[65, 88, 58, 65, 78, 91, 91, 96, 58, 73, 45, 49]"
EXP_101501,Transfers in Madrid,Traslado de ida y vuelta al aeropuerto en vehículo eléctrico con asistencia a la llegada,"Ambos trayectos cubiertos, en vehículo eléctrico. Madrid.",Transfers,Madrid,2.1,141.29,3.6,880,"['Free cancellation', 'Instant confirmation', 'Skip-the-line']","[110, 53, 71, 59, 87, 98, 70, 61, 112, 86, 86, 82]"
EXP_101502,Attractions & Guided Tours in Malaga,Visita guiada a la Alcazaba al amanecer,Descubre la Alcazaba con un guía oficial y grupo reducido.,Attractions & Guided Tours,Malaga,3.6,109.24,3.6,704,"['Mobile ticket', 'Skip-the-line', 'Instant confirmation']","[20, 44, 41, 52, 99, 65, 147, 54, 55, 63, 32, 31]"
EXP_101503,Excursions & Day Trips in Malaga,Excursión a Nerja edición premium,Escapada de un día a Nerja con transporte de ida y vuelta.,Excursions & Day Trips,Malaga,2.9,239.36,4.9,236,"['Skip-the-line', 'Mobile ticket']","[53, 59, 76, 108, 136, 186, 170, 124, 110, 112, 52, 20]"
EXP_101504,Excursions & Day Trips in Valencia,Excursión a la Sierra Calderona para toda la familia,Escapada de un día a la Sierra Calderona con transporte de ida y vuelta.,Excursions & Day Trips,Valencia,3.5,20.34,3.8,268,"['Wheelchair accessible', 'Instant confirmation', 'Free cancellation']","[37, 55, 83, 83, 98, 89, 151, 116, 80, 86, 31, 47]"
EXP_101505,Tickets and Events in Gran Canaria,Noche de música en vivo en Vegueta con recogida en el hotel,Sesión íntima de artistas locales en Vegueta.,Tickets and Events,Gran Canaria,3.7,237.47,3.7,897,"['Free cancellation', 'Mobile ticket', 'Wheelchair accessible']","[87, 88, 48, 62, 71, 75, 97, 91, 65, 80, 63, 71]"
EXP_101506,Attractions & Guided Tours in Seville,Visita con acceso preferente a la Catedral y la Giralda,Entra sin esperas a la Catedral y la Giralda con entrada incluida.,Attractions & Guided Tours,Seville,6.3,36.08,5.0,720,"['Instant confirmation', 'Wheelchair accessible', 'Mobile ticket', 'Free cancellation']","[86, 77, 98, 121, 104, 93, 105, 75, 77, 98, 77, 72]"
EXP_101507,Tickets and Events in Valencia,Espectáculo tradicional en Ruzafa con recogida en el hotel,Función de música y danza tradicional en Ruzafa.,Tickets and Events,Valencia,3.7,196.06,4.0,243,"['Skip-the-line', 'Instant confirmation', 'Mobile ticket', 'Wheelchair accessible']","[79, 38, 92, 103, 77, 80, 71, 71, 75, 66, 56, 56]"
EXP_101508,Tickets and Events in Barcelona,Festival gastronómico: cocina catalana para toda la familia,Jornada festiva en torno a cocina catalana con degustaciones.,Tickets and Events,Barcelona,5.4,56.08,3.7,1105,"['Wheelchair accessible', 'Mobile ticket', 'Free cancellation']","[90, 92, 65, 110, 151, 97, 146, 76, 90, 70, 100, 103]"
EXP_101509,Excursions & Day Trips in Seville,Excursión al atardecer a las Marismas con degustación incluida,Vive la puesta de sol en las Marismas en grupo reducido.,Excursions & Day Trips,Seville,7.6,230.24,4.8,387,"['Free cancellation', 'Skip-the-line']","[53, 83, 116, 84, 76, 62, 33, 47, 124, 64, 64, 51]"
EXP_101510,Excursions & Day Trips in Tenerife,Excursión a el Valle de La Orotava,Escapada de un día a el Valle de La Orotava con transporte de ida y vuelta.,Excursions & Day Trips,Tenerife,5.4,203.98,3.6,1358,"['Wheelchair accessible', 'Instant confirmation', 'Skip-the-line', 'Mobile ticket']","[119, 113, 159, 103, 99, 126, 90, 79, 130, 89, 104, 75]"
EXP_101511,Local Experiences in Palma de Mallorca,Taller de sobrasada mallorquina para toda la familia,Aprende a preparar sobrasada mallorquina con un cocinero local.,Local Experiences,Palma de Mallorca,3.3,85.29,4.5,848,"['Instant confirmation', 'Free cancellation', 'Skip-the-line']","[34, 29, 51, 57, 68, 94, 63, 77, 100, 60, 22, 27]"
EXP_101512,Attractions & Guided Tours in Malaga,Free tour por la Alcazaba en grupo reducido,Paseo introductorio por la Alcazaba con anécdotas e historia.,Attractions & Guided Tours,Malaga,3.5,45.64,4.4,493,"['Free cancellation', 'Skip-the-line']","[62, 99, 98, 109, 125, 254, 142, 151, 164, 77, 44, 46]"
EXP_101513,Attractions & Guided Tours in Madrid,Tour de leyendas y misterios por el Reina Sofía,Historias sorprendentes en torno a el Reina Sofía al caer la tarde.,Attractions & Guided Tours,Madrid,6.7,101.71,3.7,797,"['Skip-the-line', 'Instant confirmation', 'Mobile ticket', 'Free cancellation']","[125, 98, 103, 145, 97, 106, 66, 99, 121, 137, 76, 95]"
EXP_101514,Excursions & Day Trips in Malaga,Paseo en barco por la Axarquía,Navegación tranquila con vistas a la Axarquía.,Excursions & Day Trips,Malaga,2.4,67.0,3.9,85,"['Free cancellation', 'Instant confirmation', 'Wheelchair accessible']","[40, 59, 121, 97, 84, 107, 121, 101, 151, 55, 48, 33]"
EXP_101515,Tickets and Events in Tenerife,Entrada sin colas a el Auditorio de Tenerife con guía local,"Acceso prioritario a el Auditorio de Tenerife, sin esperas.",Tickets and Events,Tenerife,5.5,154.23,4.5,230,"['Instant confirmation', 'Skip-the-line', 'Mobile ticket', 'Wheelchair accessible']","[75, 83, 60, 87, 57, 62, 65, 91, 78, 36, 72, 46]"
EXP_101516,Attractions & Guided Tours in Seville,Tour de leyendas y misterios por el barrio de Santa Cruz en grupo reducido,Historias sorprendentes en torno a el barrio de Santa Cruz al caer la tarde.,Attractions & Guided Tours,Seville,3.5,207.76,3.8,1361,"['Mobile ticket', 'Free cancellation']","[42, 49, 53, 70, 68, 37, 31, 41, 38, 50, 62, 28]"
EXP_101517,Attractions & Guided Tours in Tenerife,Visita guiada a el Auditorio de Tenerife,Descubre el Auditorio de Tenerife con un guía oficial y grupo reducido.,Attractions & Guided Tours,Tenerife,4.3,202.23,3.8,764,"['Wheelchair accessible', 'Free cancellation']","[109, 92, 172, 83, 80, 71, 100, 111, 73, 119, 97, 119]"
EXP_101518,Transfers in Gran Canaria,Traslado compartido aeropuerto-ciudad en vehículo eléctrico con asistencia a la llegada,"Opción económica con paradas limitadas, en vehículo eléctrico. Gran Canaria.",Transfers,Gran Canaria,1.8,222.08,4.0,1057,"['Skip-the-line', 'Free cancellation', 'Instant confirmation', 'Mobile ticket']","[91, 91, 79, 104, 71, 72, 72, 75, 76, 90, 60, 77]"
EXP_101519,Excursions & Day Trips in Tenerife,Ruta en bicicleta por Anaga con recogida en el hotel,Pedalea por Anaga con bicicleta y casco incluidos.,Excursions & Day Trips,Tenerife,5.8,16.08,4.5,475,"['Free cancellation', 'Wheelchair accessible', 'Instant confirmation']","[211, 190, 0, 0, 0, 138, 126, 147, 0, 127, 0, 179]"
EXP_101520,Attractions & Guided Tours in Tenerife,Tour privado por Santa Cruz en grupo reducido,Visita exclusiva a Santa Cruz adaptada a tu ritmo.,Attractions & Guided Tours,Tenerife,3.2,23.38,4.4,1421,"['Skip-the-line', 'Mobile ticket', 'Instant confirmation']","[78, 65, 56, 33, 47, 44, 62, 71, 57, 74, 46, 48]"
EXP_101521,Local Experiences in Madrid,Experiencia gastronómica: cocido madrileño para toda la familia,Menú degustación en torno a cocido madrileño con maridaje.,Local Experiences,Madrid,2.7,102.83,3.6,99,"['Instant confirmation', 'Free cancellation', 'Skip-the-line', 'Wheelchair accessible']","[93, 78, 72, 130, 98, 73, 56, 87, 85, 80, 84, 85]"
EXP_101522,Attractions & Guided Tours in Gran Canaria,Recorrido histórico por la Catedral de Santa Ana con guía local,Viaja al pasado de la Catedral de Santa Ana de la mano de un historiador.,Attractions & Guided Tours,Gran Canaria,2.0,81.51,3.6,1275,"['Free cancellation', 'Skip-the-line']","[63, 61, 53, 48, 34, 66, 34, 52, 30, 42, 36, 45]"
EXP_101523,Excursions & Day Trips in Madrid,Senderismo por Chinchón con guía local,Caminata de dificultad moderada por los senderos de Chinchón.,Excursions & Day Trips,Madrid,7.4,11.45,4.2,684,"['Free cancellation', 'Mobile ticket']","[84, 63, 83, 128, 68, 66, 87, 66, 92, 112, 62, 64]"
EXP_101524,Excursions & Day Trips in Gran Canaria,Ruta en bicicleta por el Roque Nublo edición premium,Pedalea por el Roque Nublo con bicicleta y casco incluidos.,Excursions & Day Trips,Gran Canaria,1.9,83.84,4.9,587,"['Mobile ticket', 'Free cancellation', 'Skip-the-line', 'Wheelchair accessible']","[100, 90, 131, 51, 55, 56, 127, 82, 72, 54, 72, 102]"
EXP_101525,Local Experiences in Valencia,Taller de horchata y fartons con degustación incluida,Aprende a preparar horchata y fartons con un cocinero local.,Local Experiences,Valencia,2.1,241.8,3.8,186,"['Mobile ticket', 'Wheelchair accessible']","[69, 69, 54, 78, 90, 72, 121, 118, 70, 82, 51, 71]"
EXP_101526,Tickets and Events in Gran Canaria,Espectáculo tradicional en Las Canteras en grupo reducido,Función de música y danza tradicional en Las Canteras.,Tickets and Events,Gran Canaria,6.2,141.2,4.8,67,"['Wheelchair accessible', 'Instant confirmation']","[194, 80, 125, 128, 70, 80, 87, 101, 85, 89, 113, 59]"
EXP_101527,Local Experiences in Valencia,Encuentro con artesanos de el Cabanyal al amanecer,Conoce talleres locales de el Cabanyal y su oficio tradicional.,Local Experiences,Valencia,4.9,138.29,3.8,526,"['Free cancellation', 'Skip-the-line']","[50, 83, 90, 63, 98, 126, 100, 72, 98, 103, 41, 53]"
EXP_101528,Attractions & Guided Tours in Palma de Mallorca,Tour de leyendas y misterios por los patios de Palma con recogida en el hotel,Historias sorprendentes en torno a los patios de Palma al caer la tarde.,Attractions & Guided Tours,Palma de Mallorca,2.2,229.96,4.0,306,"['Mobile ticket', 'Skip-the-line']","[0, 0, 0, 184, 156, 170, 164, 318, 159, 152, 0, 0]"
EXP_101529,Attractions & Guided Tours in Tenerife,Free tour por Santa Cruz con degustación incluida,Paseo introductorio por Santa Cruz con anécdotas e historia.,Attractions & Guided Tours,Tenerife,3.6,192.36,4.0,872,"['Instant confirmation', 'Skip-the-line', 'Wheelchair accessible', 'Free cancellation']","[131, 121, 111, 81, 75, 91, 100, 119, 123, 104, 76, 57]"
EXP_101530,Attractions & Guided Tours in Madrid,Visita guiada a el Madrid de los Austrias edición premium,Descubre el Madrid de los Austrias con un guía oficial y grupo reducido.,Attractions & Guided Tours,Madrid,7.7,187.1,4.4,715,"['Free cancellation', 'Mobile ticket', 'Skip-the-line']","[68, 61, 73, 98, 97, 138, 88, 118, 109, 118, 75, 61]"
EXP_101531,Transfers in Seville,Traslado de ida y vuelta al aeropuerto en taxi oficial con cancelación gratuita,"Ambos trayectos cubiertos, en taxi oficial. Seville.",Transfers,Seville,7.2,21.91,3.9,1324,"['Wheelchair accessible', 'Mobile ticket', 'Instant confirmation', 'Skip-the-line']","[84, 105, 106, 104, 134, 71, 52, 63, 112, 93, 86, 95]"
EXP_101532,Transfers in Madrid,Traslado de ida y vuelta al aeropuerto en taxi oficial con asistencia a la llegada,"Ambos trayectos cubiertos, en taxi oficial. Madrid.",Transfers,Madrid,4.3,64.47,4.6,305,"['Free cancellation', 'Skip-the-line']","[93, 0, 0, 0, 111, 106, 82, 95, 139, 0, 115, 0]"
EXP_101533,Excursions & Day Trips in Madrid,Ruta guiada por Toledo edición premium,Recorrido guiado por Toledo con paradas panorámicas.,Excursions & Day Trips,Madrid,7.4,111.7,4.0,681,"['Free cancellation', 'Instant confirmation', 'Wheelchair accessible']","[74, 72, 38, 53, 52, 39, 65, 80, 62, 80, 81, 57]"
EXP_101534,Local Experiences in Palma de Mallorca,Cata de sobrasada mallorquina con guía local,Degustación comentada de sobrasada mallorquina en un local con encanto.,Local Experiences,Palma de Mallorca,7.7,116.76,4.2,1056,"['Instant confirmation', 'Wheelchair accessible']","[26, 31, 49, 72, 82, 98, 96, 60, 89, 34, 29, 24]"
EXP_101535,Excursions & Day Trips in Barcelona,Excursión a Sitges edición premium,Escapada de un día a Sitges con transporte de ida y vuelta.,Excursions & Day Trips,Barcelona,3.5,228.29,4.4,1368,"['Instant confirmation', 'Free cancellation', 'Mobile ticket']","[43, 54, 127, 82, 69, 119, 85, 58, 99, 57, 61, 43]"
